text,origins,gender,kind
Aabraham,Finnish,Male,First
Aada,Finnish,Female,First
Aadan,Somali,Male,First
Aaden,English,Male,First
Aadolf,Finnish,Male,First
Aafje,Dutch,Female,First
Aage,Danish;Norwegian,Male,First
Aali,Arabic,Male,First
Aalis,MedievalFrench,Female,First
Aaliyah,English;Arabic;AfricanAmerican,Female,First
Aamaal,Arabic,Female,First
Aamadu,Fula,Male,First
Aamina,Somali;Arabic,Female,First
Aaminah,Arabic,Female,First
Aaminata,Fula,Female,First
'Aamir,Arabic,Male,First
Aamir,Urdu;Arabic,Male,First
Aamu,Finnish,Female,First
Aanakwad,Ojibwe,Unisex,First
Aang,PopularCulture,Male,First
Aapeli,Finnish,Male,First
Aapo,Finnish,Male,First
Aaralyn,English,Female,First
Aaren,English,Unisex,First
Aarne,Finnish;Estonian,Male,First
Aarni,Finnish,Male,First
Aaro,Estonian;Finnish,Male,First
Aäron,Dutch,Male,First
Aarón,BiblicalSpanish;Spanish,Male,First
Aaron,BiblicalLatin;BiblicalGreek;English;French;German;Jewish;Finnish;Biblical,Male,First
Aarre,Finnish,Male,First
Aart,Dutch,Male,First
Aarthi,Tamil,Female,First
Aarti,Hindi;Marathi,Female,First
Aase,Norwegian;Danish,Female,First
Aatami,Finnish,Male,First
Aatos,Finnish,Male,First
Aatto,Finnish,Male,First
Aatu,Finnish,Male,First
Aava,Finnish,Female,First
Abacuc,BiblicalLatin,Male,First
Abaddon,Biblical,Male,First
Abai,Kazakh,Male,First
Əbəlfəz,Azerbaijani,Male,First
Abayomi,Yoruba,Male,First
Abbán,OldIrish,Male,First
'Abbas,Arabic;Persian,Male,First
Abbas,Azerbaijani;Arabic;Persian;Urdu,Male,First
Abbe,Frisian,Male,First
Abbey,English,Female,First
Abbi,English,Female,First
Abbie,English,Female,First
Abbigail,English,Female,First
Abbondio,Italian,Male,First
Abby,English,Female,First
Abd al-Aziz,Arabic,Male,First
Abd al-Fattah,Arabic,Male,First
Abd al-Ghani,Arabic,Male,First
Abd al-Hadi,Arabic,Male,First
Abd al-Hakim,Arabic,Male,First
Abd al-Hamid,Arabic,Male,First
Abd al-Haqq,Arabic,Male,First
Abd al-Ilah,Arabic,Male,First
Abd al-Kader,Arabic,Male,First
Abd al-Karim,Arabic,Male,First
Abd Allah,Arabic,Male,First
Abdallah,Arabic,Male,First
Abd al-Latif,Arabic,Male,First
Abd al-Majid,Arabic,Male,First
Abd al-Malik,Arabic,Male,First
Abd al-Qadir,Arabic,Male,First
Abd al-Rahim,Arabic,Male,First
Abd al-Rahman,Arabic,Male,First
Abd al-Rashid,Arabic,Male,First
Abd al-Salam,Arabic,Male,First
Abd al-Wali,Arabic,Male,First
Abd ar-Rahim,Arabic,Male,First
Abd ar-Rahman,Arabic,Male,First
Abd ar-Rashid,Arabic,Male,First
Abd as-Salam,Arabic,Male,First
Abdastartos,Phoenician,Male,First
Abdastartus,Phoenician,Male,First
Abdel,Arabic,Male,First
Abdelaziz,Arabic,Male,First
Abdelfattah,Arabic,Male,First
Abdelghani,Arabic,Male,First
Abdelhak,Arabic,Male,First
Abdelhakim,Arabic,Male,First
Abdelhamid,Arabic,Male,First
Abdelkader,Arabic,Male,First
Abdellah,Arabic,Male,First
Abdellatif,Arabic,Male,First
Abdelmajid,Arabic,Male,First
Abderrahim,Arabic,Male,First
Abderrahmane,Arabic,Male,First
Abdeslam,Arabic,Male,First
Abdessalam,Arabic,Male,First
Abdias,Portuguese;BiblicalGreek;BiblicalLatin,Male,First
Abdiel,Biblical;BiblicalGreek,Male,First
Abdiou,BiblicalGreek,Male,First
Abdo,Arabic,Male,First
Abdolhossein,Persian,Male,First
Abdollah,Persian,Male,First
Abdolreza,Persian,Male,First
Abdou,WesternAfrican;NorthernAfrican,Male,First
Abdoul,WesternAfrican,Male,First
Abdoulaye,WesternAfrican,Male,First
Abduh,Arabic,Male,First
Abdul,Uzbek;Punjabi;Indonesian;Malay;Urdu;Arabic;Bengali;Pashto,Male,First
Abdulah,Bosnian,Male,First
Abdülaziz,Turkish,Male,First
Abdul Aziz,Arabic;Malay;Indonesian;Urdu,Male,First
Abdulaziz,Arabic,Male,First
Abdulhadi,Arabic,Male,First
Abdul Hamid,Arabic;Malay;Indonesian,Male,First
Abdülhamit,Turkish,Male,First
Abdul Haq,Arabic;Urdu,Male,First
Abdülkadir,Turkish,Male,First
Abdülkerim,Turkish,Male,First
Abdulla,Azerbaijani;Uyghur;Dhivehi;Arabic;Uzbek;Kazakh;Kyrgyz,Male,First
Abdullaahi,Fula,Male,First
Abdullah,Turkish;Bengali;Arabic;Indonesian;Urdu;Malay,Male,First
Abdullahi,Hausa,Male,First
Abdüllatif,Turkish,Male,First
Abdullo,Tajik;Uzbek,Male,First
Abdulloh,Tajik;Uzbek,Male,First
Abdullohi,Tajik,Male,First
Abdul Rahman,Arabic;Malay;Indonesian,Male,First
Abdulrahman,Arabic,Male,First
Abdurakhman,Chechen,Male,First
Abdur Rahim,Arabic,Male,First
Abdur Rahman,Arabic;Bengali,Male,First
Abdurrahman,Arabic;Turkish,Male,First
Abdur Rashid,Bengali;Arabic,Male,First
Abdus Salam,Arabic;Bengali,Male,First
Abduweli,Uyghur,Male,First
Abe,Dutch;Frisian;English,Male,First
Abeba,Amharic,Female,First
Abednego,Biblical,Male,First
Abeeha,Urdu,Female,First
Abeer,Arabic,Female,First
Abegail,English,Female,First
Ábel,Hungarian,Male,First
Abel,French;Portuguese;Armenian;Spanish;Georgian;English;Biblical;Dutch;BiblicalLatin;BiblicalGreek,Male,First
Abelardo,Spanish;Portuguese,Male,First
Abele,Italian,Male,First
Abelone,Danish,Female,First
Abena,Akan,Female,First
Abene,Basque,Female,First
Abeni,Yoruba,Female,First
Abenner,BiblicalGreek,Male,First
Aberash,Amharic,Female,First
Abessa,BiblicalGreek,Male,First
Abessalom,BiblicalGreek,Male,First
Abha,Hindi,Female,First
Abhay,Marathi;Hindi,Male,First
Abhijeet,Marathi;Hindi;Bengali,Male,First
Abhijit,Hindi;Marathi;Bengali,Male,First
Abhilash,Hindi;Malayalam,Male,First
Abhilasha,Hindi,Female,First
Abhinav,Hindi;Kannada;Marathi;Telugu,Male,First
Abhishek,Hindi;Bengali;Marathi;Kannada;Telugu;Malayalam;Tamil;Punjabi;Gujarati,Male,First
Abi,English,Female,First
Abia,BiblicalGreek;BiblicalLatin,Unisex,First
Abiah,Biblical,Unisex,First
Abiathar,Biblical,Male,First
Abidan,BiblicalGreek;BiblicalLatin;Biblical,Male,First
Abidemi,Yoruba,Unisex,First
Abiel,Biblical,Male,First
Abigaëlle,French,Female,First
Abigaia,BiblicalGreek,Female,First
Abigaíl,Spanish,Female,First
Abigaïl,BiblicalFrench,Female,First
Abigail,Biblical;BiblicalItalian;BiblicalLatin;BiblicalPortuguese;English;BiblicalGerman,Female,First
Abigale,English,Female,First
Abigayle,English,Female,First
Abigél,Hungarian,Female,First
Abiha,Arabic;Urdu,Female,First
Abihu,Biblical,Male,First
Abijah,Biblical,Unisex,First
Abilene,Various,Female,First
Abílio,Portuguese,Male,First
Abilio,Spanish,Male,First
Abimael,Biblical;BiblicalGreek,Male,First
Abimbola,Yoruba,Unisex,First
Abimelech,Biblical;BiblicalLatin;BiblicalGreek,Male,First
Abiodun,Yoruba,Unisex,First
Abiola,Yoruba,Unisex,First
Abioye,Yoruba,Unisex,First
Abir,Arabic,Female,First
Abiram,Biblical,Male,First
Abisai,BiblicalLatin,Male,First
Abishag,Biblical,Female,First
Abishai,Biblical,Male,First
Abital,Biblical,Female,First
'Abla,Arabic,Female,First
Abla,Arabic,Female,First
Abner,English;Biblical;BiblicalLatin,Male,First
Abo,Arabic,Male,First
Abolfazl,Persian,Male,First
Abosede,Yoruba,Female,First
Aboubacar,WesternAfrican,Male,First
Abraam,Georgian;BiblicalGreek,Male,First
Abraão,Portuguese,Male,First
Ábrahám,Hungarian,Male,First
Abraham,English;BiblicalGerman;BiblicalSwedish;French;Biblical;BiblicalDanish;BiblicalLatin;BiblicalNorwegian;Dutch;Spanish;Armenian;Hebrew,Male,First
Abrahán,Spanish,Male,First
Abram,Russian;Belarusian;Georgian;Biblical;English;Ukrainian,Male,First
Abramo,Italian,Male,First
Abrar,Urdu;Bengali;Arabic,Unisex,First
Abrasha,Russian,Male,First
Abril,Catalan;Spanish,Female,First
Absalom,Biblical;BiblicalLatin,Male,First
Abu,Arabic,Male,First
Abu al-Fadl,Arabic,Male,First
Abubakar,Fula;Hausa,Male,First
Abu Bakr,Arabic,Male,First
Əbülfəz,Azerbaijani,Male,First
Abul-Fazl,Arabic,Male,First
Abundio,Spanish,Male,First
Abundius,LateRoman,Male,First
Aca,Macedonian;Serbian,Male,First
Acacia,English,Female,First
Acacius,AncientGreek,Male,First
Acantha,GreekMythology,Female,First
Ace,Macedonian;English,Male,First
Achaab,BiblicalGreek,Male,First
Achab,BiblicalLatin,Male,First
Achaemenes,OldPersian,Male,First
Achaicus,BiblicalLatin;Biblical,Male,First
Achaikos,AncientGreek;BiblicalGreek,Male,First
Achaimenes,OldPersian,Male,First
Achan,Biblical,Male,First
Achard,OldNorman,Male,First
'Achashwerosh,BiblicalHebrew,Male,First
'Ach'av,BiblicalHebrew,Male,First
Acheim,BiblicalGreek,Male,First
Acheloios,GreekMythology,Male,First
Achelous,GreekMythology,Male,First
Achieng,Luo,Female,First
Achille,French;Italian,Male,First
Achilleas,Greek,Male,First
Achillefs,Greek,Male,First
Achilles,GreekMythology;AncientGreek,Male,First
Achilleus,AncientGreek;GreekMythology,Male,First
Achim,Biblical;German,Male,First
Achinoam,Hebrew;BiblicalHebrew,Female,First
Achlys,GreekMythology,Female,First
Achsah,Biblical,Female,First
Acke,Swedish,Male,First
Aco,Serbian;Macedonian,Male,First
Actaea,GreekMythology,Female,First
Actaeon,GreekMythology,Male,First
Actor,GreekMythology,Male,First
Ad,Dutch,Male,First
Ada,German;Dutch;Polish;Norwegian;Finnish;Turkish;English;Spanish;Hebrew;BiblicalHebrew;Italian;Germanic,Female,First
Adad,SemiticMythology,Male,First
Adad-Nirari,AncientAssyrian,Male,First
Adaeze,Igbo,Female,First
Adah,Biblical,Female,First
Adaiah,Biblical,Male,First
Adair,English,Unisex,First
Adalberht,Germanic,Male,First
Adalbern,Germanic,Male,First
Adalbert,German;Germanic,Male,First
Adalberto,Portuguese;Italian;Spanish,Male,First
Adalet,Turkish,Female,First
Adalfarus,Germanic,Male,First
Adalfuns,Germanic,Male,First
Adalgard,Germanic,Female,First
Adalgund,Germanic,Female,First
Adalhaid,Germanic,Female,First
Adalhard,Germanic,Male,First
Adalheidis,Germanic,Female,First
Adalia,Biblical,Male,First
Adalindis,Germanic,Female,First
Adaline,English,Female,First
Adallinda,Germanic,Female,First
Adaltrud,Germanic,Female,First
Adalwin,Germanic,Male,First
Adalwolf,Germanic,Male,First
'Adalya,BiblicalHebrew,Male,First
Adalyn,English,Female,First
Adalynn,English,Female,First
Ádám,Hungarian,Male,First
Adəm,Azerbaijani,Male,First
Adam,Slovak;Russian;Croatian;Polish;Romanian;Arabic;Indonesian;Malay;BiblicalLatin;Swedish;BiblicalGreek;BiblicalHebrew;Macedonian;Greek;Georgian;Dhivehi;Serbian;Dutch;Danish;Czech;Hebrew;Biblical;French;Norwegian;German;Catalan;Ukrainian;English,Male,First
Adamantia,Greek,Female,First
Adamantios,Greek;AncientGreek,Male,First
Adamina,English,Female,First
Adamo,Italian,Male,First
Adamou,WesternAfrican,Male,First
Ādams,Latvian,Male,First
Adamŭ,OldChurchSlavic,Male,First
Adán,Spanish,Male,First
Adanna,Igbo,Female,First
Adannaya,Igbo,Female,First
Adão,Portuguese,Male,First
Adara,Hebrew,Female,First
Adas,Lithuanian,Male,First
Adawosgi,Cherokee,Male,First
'Adaya,BiblicalHebrew,Male,First
Adde,Frisian,Male,First
Addie,English,Female,First
Addilyn,English,Female,First
Addison,English,Unisex,First
Addolorata,Italian,Female,First
Addy,MedievalEnglish;English,Unisex,First
Addyson,English,Female,First
Ade,Frisian;Yoruba,Unisex,First
Adebayo,Yoruba,Male,First
Adebisi,Yoruba,Unisex,First
Adebola,Yoruba,Unisex,First
Adebowale,Yoruba,Unisex,First
Adedayo,Yoruba,Unisex,First
Adeeb,Arabic,Male,First
Adegoke,Yoruba,Male,First
Adei,Basque,Male,First
Adekunle,Yoruba,Male,First
Adél,Hungarian,Female,First
Adel,Arabic;Persian,Male,First
Adéla,Czech,Female,First
Adela,Slovak;English;Germanic;Spanish;Polish;Romanian,Female,First
Adelaida,Spanish,Female,First
Adélaïde,French,Female,First
Adelaide,English;Portuguese;Italian,Female,First
Adelais,Germanic,Female,First
Adelajda,Polish,Female,First
Adélard,French,Male,First
Adelardo,Italian;Spanish,Male,First
Adelbert,German;Dutch,Male,First
Adèle,French,Female,First
Adele,Italian;German;English,Female,First
Adelė,Lithuanian,Female,First
Adelgundis,Germanic,Female,First
Adelheid,German;Dutch,Female,First
Adelia,English;Spanish,Female,First
Adélie,French,Female,First
Adelīna,Latvian,Female,First
Adelina,Bulgarian;Germanic;Romanian;Italian;Portuguese;Spanish,Female,First
Adelinde,German,Female,First
Adeline,French;English,Female,First
Adelita,Spanish,Female,First
Adella,English,Female,First
Adelle,English,Female,First
Adelma,Spanish;Portuguese;Italian;Literature,Female,First
Adelmar,Germanic,Male,First
Adelmo,Italian;Portuguese;Spanish,Male,First
Adelyn,English,Female,First
Adelynn,English,Female,First
Adem,Turkish;Bosnian;Albanian,Male,First
Ademar,Portuguese,Male,First
Ademaro,Italian,Male,First
Ademir,Portuguese,Male,First
Ademola,Yoruba,Male,First
Aden,English,Male,First
Adena,Hebrew,Female,First
Adenike,Yoruba,Female,First
Adeniyi,Yoruba,Male,First
Adeodatus,LateRoman,Male,First
Adeola,Yoruba,Unisex,First
Aderonke,Yoruba,Female,First
Aderyn,Welsh,Female,First
Adetokunbo,Yoruba,Unisex,First
Adewale,Yoruba,Male,First
Adeyemi,Yoruba,Unisex,First
Adham,Arabic;Uzbek,Male,First
Ádhamh,Irish,Male,First
Adhara,Astronomy,Female,First
Adhelm,Germanic,Male,First
Adhiambo,Luo,Female,First
Adi,German;Hebrew;Javanese;Indonesian;Romanian,Unisex,First
Adian,Bosnian,Male,First
Adib,Arabic,Male,First
Ädıl,Kazakh,Male,First
Adil,Turkish;Urdu;Uyghur;Kazakh;Arabic,Male,First
Adila,Arabic,Female,First
Adilə,Azerbaijani,Female,First
Adile,Turkish;Albanian,Female,First
Ädılet,Kazakh,Male,First
Adilet,Kazakh;Kyrgyz,Male,First
Adílson,Portuguese,Male,First
Adin,Bosnian,Male,First
'Adina,BiblicalHebrew,Male,First
Adina,Hebrew;Romanian;Biblical;BiblicalGreek;BiblicalLatin,Unisex,First
Adino,Biblical;BiblicalHebrew,Male,First
Adir,Hebrew,Male,First
Adisa,Yoruba,Unisex,First
Aditi,Bengali;Marathi;Hinduism;Hindi;Kannada,Female,First
Aditya,Malayalam;Marathi;Tamil;Nepali;Telugu;Hindi;Indonesian;Kannada;Hinduism,Male,First
Ädiya,Kazakh,Female,First
Adjoa,Akan,Female,First
Adlai,Biblical;BiblicalHebrew,Male,First
Adler,English,Male,First
Admetos,GreekMythology,Male,First
Admetus,GreekMythology,Male,First
Admir,Bosnian;Albanian,Male,First
Adna,Bosnian,Female,First
Adnan,Malay;Indonesian;Turkish;Bosnian;Urdu;Bengali;Arabic,Male,First
Adolf,Polish;Germanic;Norwegian;Danish;Dutch;Swedish;German;Hungarian;Czech,Male,First
Adolfas,Lithuanian,Male,First
Adolfito,Spanish,Male,First
Adolfo,Spanish;Italian,Male,First
Ādolfs,Latvian,Male,First
Adolph,English,Male,First
Adolphe,French,Male,First
Adolphine,French,Female,First
Adolphus,Germanic,Male,First
Adomas,Lithuanian,Male,First
Adonai,Theology,Male,First
Adonay,Spanish,Male,First
Adone,Italian,Male,First
Adonijah,Biblical,Male,First
Adoniram,Biblical;BiblicalGreek;BiblicalHebrew,Male,First
Adonis,GreekMythology,Male,First
'Adoniya,BiblicalHebrew,Male,First
Adora,Spanish,Female,First
Adoración,Spanish,Female,First
Adorinda,Esperanto,Female,First
Adorján,Hungarian,Male,First
Adrastea,GreekMythology,Female,First
Adrasteia,GreekMythology,Female,First
Adrastos,GreekMythology,Male,First
Adria,English,Female,First
Adrià,Catalan,Male,First
Adriaan,Dutch,Male,First
Adrián,Slovak;Spanish;Hungarian,Male,First
Adrian,Russian;German;Norwegian;Polish;Swedish;Danish;English;Romanian,Male,First
Adriana,Portuguese;Bulgarian;Czech;Polish;Slovak;English;Italian;Spanish;Dutch;Romanian,Female,First
Adrianna,English;Polish,Female,First
Adrianne,English,Female,First
Adriano,Portuguese;Italian,Male,First
Adrians,Latvian,Male,First
Adrianus,Dutch,Male,First
Adriel,BiblicalHebrew;Biblical,Male,First
Adrien,French,Male,First
Adriene,Portuguese,Female,First
Adrienn,Hungarian,Female,First
Adrienne,English;French,Female,First
Adrijan,Croatian;Macedonian,Male,First
Adrijana,Serbian;Slovene;Croatian;Macedonian,Female,First
Adsila,Cherokee,Female,First
Adur,Basque,Male,First
Adva,Hebrew,Female,First
Adwoa,Akan,Female,First
Adzo,Ewe,Female,First
Æbbe,AngloSaxon,Female,First
Áed,OldIrish;IrishMythology,Male,First
Áedán,OldIrish,Male,First
Áedh,OldIrish,Male,First
Áednat,OldIrish,Female,First
Aegeus,GreekMythology,Male,First
Aegidius,LateRoman,Male,First
Ægir,NorseMythology,Male,First
Aegisthus,GreekMythology,Male,First
Aegle,GreekMythology,Female,First
Ælfflæd,AngloSaxon,Female,First
Ælfgar,AngloSaxon,Male,First
Ælfgifu,AngloSaxon,Female,First
Ælfgyð,AngloSaxon,Female,First
Ælfheah,AngloSaxon,Male,First
Ælfhild,AngloSaxon,Female,First
Ælfnoð,AngloSaxon,Male,First
Ælfræd,AngloSaxon,Male,First
Ælfric,AngloSaxon,Male,First
Ælfsige,AngloSaxon,Male,First
Ælfstan,AngloSaxon,Male,First
Ælfswiþ,AngloSaxon,Female,First
Ælfþryð,AngloSaxon,Female,First
Ælfthryth,AngloSaxon,Female,First
Ælfweard,AngloSaxon,Male,First
Ælfwig,AngloSaxon,Male,First
Ælfwine,AngloSaxon,Male,First
Ælfwynn,AngloSaxon,Female,First
Aelia,AncientRoman,Female,First
Aeliana,AncientRoman,Female,First
Aelianus,AncientRoman,Male,First
Aelita,Literature;Russian;Latvian,Female,First
Aelius,AncientRoman,Male,First
Aella,GreekMythology,Female,First
Ælred,AngloSaxon,Male,First
Aemilia,AncientRoman,Female,First
Aemiliana,AncientRoman,Female,First
Aemilianus,AncientRoman,Male,First
Aemilius,AncientRoman,Male,First
Aeneas,RomanMythology,Male,First
Aengus,MedievalIrish,Male,First
Aenoheso,Cheyenne,Male,First
Aenor,Germanic,Female,First
Aeolus,GreekMythology,Male,First
Aeron,Welsh,Unisex,First
Aerona,Welsh,Female,First
Aeronwen,Welsh,Female,First
Aeronwy,Welsh,Female,First
Æsc,AngloSaxon,Male,First
Aeschylus,AncientGreek,Male,First
Aesculapius,GreekMythology,Male,First
Aeson,GreekMythology,Male,First
Aesop,AncientGreek,Male,First
Æthelbald,AngloSaxon,Male,First
Æðelbeald,AngloSaxon,Male,First
Æþelbeorht,AngloSaxon,Male,First
Æthelberht,AngloSaxon,Male,First
Æðelflæd,AngloSaxon,Female,First
Æthelflæd,AngloSaxon,Female,First
Æðelfrið,AngloSaxon,Male,First
Æðelmær,AngloSaxon,Male,First
Æthelnoð,AngloSaxon,Male,First
Æðelræd,AngloSaxon,Male,First
Æþelræd,AngloSaxon,Male,First
Æthelred,AngloSaxon,Male,First
Æðelric,AngloSaxon,Male,First
Æthelric,AngloSaxon,Male,First
Æðelstan,AngloSaxon,Male,First
Æthelstan,AngloSaxon,Male,First
Æðelþryð,AngloSaxon,Female,First
Æthelthryth,AngloSaxon,Female,First
Æthelweald,AngloSaxon,Male,First
Æthelweard,AngloSaxon,Male,First
Æðelwine,AngloSaxon,Male,First
Æthelwine,AngloSaxon,Male,First
Æðelwulf,AngloSaxon,Male,First
Aether,GreekMythology,Male,First
Aetius,AncientRoman,Male,First
Afaf,Arabic,Female,First
Afan,Bosnian,Male,First
Afanasiy,Russian,Male,First
Afanasy,Russian,Male,First
Afërdita,Albanian,Female,First
Affan,Arabic,Male,First
Affraic,OldIrish,Female,First
Afi,Ewe,Female,First
Afia,Akan,Female,First
Afif,Arabic,Male,First
Afifa,Bengali;Arabic,Female,First
Afifah,Indonesian;Malay;Arabic,Female,First
Afina,GreekMythology,Female,First
Afnan,Arabic,Female,First
Afolabi,Yoruba,Male,First
Afon,Welsh,Unisex,First
Afonso,Galician;Portuguese,Male,First
Afonya,Russian,Male,First
Afra,LateRoman;Arabic;Italian,Female,First
África,Spanish,Female,First
Àfrica,Catalan,Female,First
Africa,AfricanAmerican;Irish,Female,First
Africanus,AncientRoman,Male,First
Afrim,Albanian,Male,First
Afrodita,GreekMythology,Female,First
Afrodite,GreekMythology,Female,First
Afroditi,Greek,Female,First
Afsaneh,Persian,Female,First
Afsoon,Persian,Female,First
Afsoun,Persian,Female,First
Afsun,Persian,Female,First
Afua,Akan,Female,First
Afzal,Urdu;Arabic,Male,First
Ağa,Azerbaijani,Male,First
Aga,Polish,Female,First
Agabos,BiblicalGreek,Male,First
Agabus,Biblical;BiblicalLatin,Male,First
Agafon,Russian,Male,First
Agafya,Russian,Female,First
Agam,Hebrew,Unisex,First
Agamemnon,GreekMythology;Greek,Male,First
Agape,AncientGreek,Female,First
Agapetos,AncientGreek,Male,First
Agapetus,AncientGreek,Male,First
Agapi,Greek,Female,First
Agapios,AncientGreek;Greek,Male,First
Agapito,Spanish;Italian,Male,First
Agapitos,Greek,Male,First
Agapius,AncientGreek,Male,First
Agar,BiblicalLatin;BiblicalGreek;BiblicalFrench;BiblicalItalian,Female,First
Ágata,Spanish;Portuguese,Female,First
Agáta,Czech;Slovak,Female,First
Agata,Croatian;Serbian;Russian;Swedish;Polish;Italian;Slovene,Female,First
Agate,Latvian,Female,First
Agatha,Dutch;AncientGreek;English;German,Female,First
Agathangelos,AncientGreek,Male,First
Agathe,French;Norwegian;German;Danish;AncientGreek,Female,First
Agathi,Greek,Female,First
Agathinos,AncientGreek,Male,First
Agathinus,AncientGreek,Male,First
Agathocles,AncientGreek,Male,First
Agathokles,AncientGreek,Male,First
Agathon,AncientGreek,Male,First
Agatino,Italian,Male,First
Agatka,Polish,Female,First
Agaue,GreekMythology,Female,First
Agda,Swedish,Female,First
Åge,Norwegian,Male,First
Age,Frisian;Estonian,Unisex,First
Agelaos,AncientGreek;GreekMythology,Male,First
Agelaus,GreekMythology,Male,First
Agenor,GreekMythology;Portuguese,Male,First
Aggie,English,Female,First
Aghavni,Armenian,Female,First
Aghi,OldNorse,Male,First
Aghil,Persian,Male,First
Aghlab,Arabic,Male,First
Ági,Hungarian,Female,First
Agi,Germanic,Male,First
Agilulf,Germanic,Male,First
Agim,Albanian,Male,First
Agimar,Germanic,Male,First
Aglaé,French,Female,First
Aglaea,GreekMythology,Female,First
Aglaia,Greek;GreekMythology,Female,First
Aglaya,Russian,Female,First
Agmundr,OldNorse,Male,First
Agnar,Norwegian;Icelandic,Male,First
Agnarr,OldNorse,Male,First
Agne,Swedish,Male,First
Agnė,Lithuanian,Female,First
Agner,Danish,Male,First
Ágnes,Hungarian,Female,First
Agnès,French;Catalan,Female,First
Agnes,Dutch;LateGreek;English;Estonian;Icelandic;Swedish;Danish;German;Norwegian,Female,First
Agneša,Slovak,Female,First
Agnesa,Albanian;Slovak,Female,First
Agnese,Latvian;Italian,Female,First
Agnessa,Russian,Female,First
Agneta,Swedish,Female,First
Agnete,Norwegian;Danish,Female,First
Agnetha,Swedish,Female,First
Agnethe,Danish;Norwegian,Female,First
Agneza,Croatian,Female,First
Agni,Hindi;Greek;NorseMythology;OldNorse;Hinduism,Unisex,First
Agnia,Russian,Female,First
Agnieszka,Polish,Female,First
Agnija,Latvian;Serbian;Macedonian,Female,First
Agniya,Russian,Female,First
Ago,Germanic,Male,First
Agolant,CarolingianCycle,Male,First
Agostina,Italian,Female,First
Agostinho,Portuguese,Male,First
Agostino,Italian,Male,First
Ágoston,Hungarian,Male,First
Ågot,Norwegian,Female,First
Ágota,Hungarian,Female,First
Agrafena,Russian,Female,First
Agramante,CarolingianCycle,Male,First
Agripina,Spanish,Female,First
Agrippa,AncientRoman;Biblical,Unisex,First
Agrippina,AncientRoman,Female,First
Agron,Albanian,Male,First
Agrona,CelticMythology,Female,First
Águeda,Portuguese;Spanish,Female,First
Agung,Indonesian,Male,First
Agurne,Basque,Female,First
Agurtzane,Basque,Female,First
Agus,Indonesian,Male,First
Ágúst,Icelandic,Male,First
Agustí,Catalan,Male,First
Agustín,Spanish,Male,First
Agustina,Indonesian;Spanish,Female,First
Ah,Chinese,Unisex,First
Ahab,Biblical;BiblicalLatin,Male,First
Aharon,BiblicalHebrew;Hebrew,Male,First
Ahasuerus,Biblical,Male,First
Ahava,Hebrew,Female,First
Ahenobarbus,AncientRoman,Male,First
Ahinoam,Biblical,Female,First
Ahlam,Arabic,Female,First
Əhməd,Azerbaijani,Male,First
Ahmad,Persian;Bengali;Malay;Arabic;Avar;Uzbek;Urdu;Pashto;Indonesian,Male,First
Ahmadu,Hausa,Male,First
Ahmed,Pashto;Arabic;Dhivehi;Turkish;Bosnian;Urdu;Bengali,Male,First
Ahmet,Kazakh;Turkish,Male,First
Ahmose,AncientEgyptian,Unisex,First
Aholibamah,Biblical,Female,First
'Aholivama,BiblicalHebrew,Female,First
Ahoth,BiblicalLatin,Male,First
Ahriman,PersianMythology,Male,First
Ahsan,Arabic;Bengali;Urdu,Male,First
Ahsen,Turkish,Unisex,First
Ahtahkakoop,Cree,Male,First
Ahti,Finnish;Estonian;FinnishMythology,Male,First
Ahu,Turkish,Female,First
Ahuludegi,Cherokee,Male,First
Ahura Mazda,PersianMythology,Male,First
Ahuva,Hebrew,Female,First
Ai,Chinese;Japanese,Female,First
Aia,Basque,Female,First
Aiaru,Kazakh,Female,First
Aias,GreekMythology,Male,First
Aibar,Kazakh,Male,First
Aibek,Kyrgyz;Kazakh,Male,First
Aíbinn,OldIrish,Female,First
Aïcha,Arabic,Female,First
Aïchatou,WesternAfrican,Female,First
Aída,Spanish,Female,First
Aida,Literature;Kyrgyz;Arabic;Albanian;Bashkir;Kazakh;Tatar;Bosnian,Female,First
Aidai,Kazakh,Female,First
Aidan,Irish;English,Male,First
Aidana,Kazakh,Female,First
Aidas,Lithuanian,Male,First
Aiday,Kazakh,Female,First
Aideen,Irish,Female,First
Aiden,English,Male,First
Aidos,Kazakh,Male,First
Aífe,IrishMythology;OldIrish,Female,First
Aifric,Irish,Female,First
Aiga,Latvian,Female,First
Aigar,Estonian,Male,First
Aigars,Latvian,Male,First
Äigerım,Kazakh,Female,First
Aigeus,GreekMythology,Male,First
Aigisthos,GreekMythology,Male,First
Aigle,GreekMythology,Female,First
Aignéis,Irish,Female,First
Aigül,Kazakh,Female,First
Aigul,Kazakh;Kyrgyz,Female,First
Aija,Latvian,Female,First
Aijan,Kazakh,Female,First
Aikaterine,AncientGreek,Female,First
Aikaterini,Greek,Female,First
Aike,Frisian,Male,First
Aiko,Japanese,Female,First
Aikörkem,Kazakh,Female,First
Aila,Finnish,Female,First
ʻAilani,Hawaiian,Unisex,First
Ailani,English,Female,First
Ailany,English,Female,First
Ailbe,IrishMythology;OldIrish,Unisex,First
Ailbhe,Irish;IrishMythology,Unisex,First
Áile,Sami,Female,First
Ailean,ScottishGaelic,Male,First
Aileas,ScottishGaelic,Female,First
Aileen,Irish;English;Scottish,Female,First
Ailen,Mapuche,Female,First
