text,origins,gender,kind
Konjit,Amharic,Female,First
Konnor,English,Male,First
Konrád,Hungarian;Slovak;Czech,Male,First
Konrad,Norwegian;German;Slovene;Swedish;Danish;Polish,Male,First
Konsta,Finnish,Male,First
Konstadina,Greek,Female,First
Konstadinos,Greek,Male,First
Konstancja,Polish,Female,First
Konstantin,German;Estonian;Hungarian;Bulgarian;Macedonian;Serbian;Finnish;Russian,Male,First
Konstantina,Greek,Female,First
Konstantinas,Lithuanian,Male,First
Konstantine,Georgian,Male,First
Konstantinos,Greek,Male,First
Konstantīns,Latvian,Male,First
Konstanty,Polish,Male,First
Konstantyn,Polish,Male,First
Konstanze,German,Female,First
Könül,Azerbaijani,Female,First
Koos,Dutch,Male,First
Koppány,Hungarian,Male,First
Koppel,Yiddish,Male,First
Kora,German,Female,First
Koralia,Greek;LateGreek,Female,First
Koraljka,Croatian,Female,First
Koralo,Esperanto,Male,First
Koray,Turkish,Male,First
Korbin,English,Male,First
Korbinian,German,Male,First
Körbl,German,Male,First
Kord,German,Male,First
Kordian,Polish,Male,First
Kore,GreekMythology,Female,First
Korë,GreekMythology,Female,First
Koresh,BiblicalHebrew,Male,First
Korey,English,Male,First
Korhan,Turkish,Male,First
Kóri,OldNorse,Male,First
Kori,English,Female,First
Korina,Greek,Female,First
Korinna,AncientGreek,Female,First
Korinthia,AncientGreek,Female,First
Körkem,Kazakh,Female,First
Korkut,TurkicMythology,Male,First
Kornél,Hungarian,Male,First
Kornel,Slovak;Polish,Male,First
Korneli,Georgian,Male,First
Kornélia,Hungarian;Slovak,Female,First
Kornelia,Polish;German,Female,First
Kornélie,Czech,Female,First
Kornelija,Serbian;Slovene;Lithuanian;Croatian,Female,First
Korneliusz,Polish,Male,First
Korneliya,Bulgarian,Female,First
Koronis,GreekMythology,Female,First
Korrine,English,Female,First
Kortney,English,Female,First
Kory,English,Male,First
Kosma,Polish,Male,First
Kosmas,AncientGreek,Male,First
Kossi,Ewe,Male,First
Kosta,Serbian;Bulgarian;Macedonian,Male,First
Kostadin,Macedonian;Bulgarian,Male,First
Kostakis,Greek,Male,First
Kostandin,Albanian,Male,First
Kostas,Greek;Lithuanian,Male,First
Kostis,Greek,Male,First
Kostya,Russian,Male,First
Kostyantyn,Ukrainian,Male,First
Kōsuke,Japanese,Male,First
Kosuke,Japanese,Male,First
Kōta,Japanese,Male,First
Kou,Hmong;Japanese,Unisex,First
Kotone,Japanese,Female,First
Kotryna,Lithuanian,Female,First
Kouichi,Japanese,Male,First
Kouji,Japanese,Male,First
Kouki,Japanese,Male,First
Kourosh,Persian,Male,First
Kourtney,English,Female,First
Kousuke,Japanese,Male,First
Kouta,Japanese,Male,First
Közaiym,Kazakh,Female,First
Krasimir,Bulgarian,Male,First
Krasimira,Bulgarian,Female,First
Krastio,Bulgarian,Male,First
Krastyo,Bulgarian,Male,First
Krastyu,Bulgarian,Male,First
Kratos,GreekMythology;PopularCulture,Male,First
Kreindel,Yiddish,Female,First
Kreine,Yiddish,Female,First
Kreios,GreekMythology,Male,First
Kreka,History,Female,First
Kreon,GreekMythology,Male,First
Krešimir,Croatian,Male,First
Kresimir,MedievalSlavic,Male,First
Krešimira,Croatian,Female,First
Kreskes,BiblicalGreek,Male,First
Krešo,Croatian,Male,First
Kresten,Danish,Male,First
Kreszentia,German,Female,First
Kreszenz,German,Female,First
Krew,English,Male,First
Kriemhild,German;GermanicMythology,Female,First
Kriemhilde,German,Female,First
Krikor,Armenian,Male,First
Krimhilde,German,Female,First
Kris,Danish;English;Flemish,Unisex,First
Krishna,Gujarati;Kannada;Bengali;Nepali;Tamil;Hinduism;Telugu;Hindi;Marathi;Malayalam,Unisex,First
Krišjānis,Latvian,Male,First
Krisna,Indonesian,Male,First
Krišs,Latvian,Male,First
Krista,German;English;Finnish;Estonian;Latvian,Female,First
Kristal,English,Female,First
Kristapor,Armenian,Male,First
Kristaps,Latvian,Male,First
Kristel,Tagalog;Estonian;Dutch,Female,First
Kristen,English;Danish;Norwegian,Unisex,First
Kristaq,Albanian,Male,First
Kristeen,English,Female,First
Krister,Swedish,Male,First
Kristers,Latvian,Male,First
Kristi,English;Estonian,Female,First
Kristia,English,Female,First
Kristián,Slovak;Czech,Male,First
Kristian,Danish;Swedish;Finnish;Bulgarian;Norwegian,Male,First
Kristiāna,Latvian,Female,First
Kristiane,German,Female,First
Kristiāns,Latvian,Male,First
Kristie,English,Female,First
Kristiina,Finnish;Estonian,Female,First
Kristijan,Slovene;Macedonian;Serbian;Croatian,Male,First
Kristijonas,Lithuanian,Male,First
Kristín,Icelandic,Female,First
Kristin,Swedish;German;English;Estonian;Norwegian,Female,First
Kristína,Slovak,Female,First
Kristīna,Latvian,Female,First
Kristina,English;Albanian;Faroese;Swedish;Slovene;German;Croatian;Bulgarian;Norwegian;Lithuanian;Czech;Russian;Serbian;Estonian;Danish,Female,First
Kristīne,Latvian,Female,First
Kristine,Georgian;Swedish;Norwegian;English;Danish;German,Female,First
Kristiyan,Bulgarian,Male,First
Kristiyana,Bulgarian,Female,First
Kristján,Icelandic,Male,First
Kristjan,Estonian;Slovene,Male,First
Kristjana,Icelandic,Female,First
Kristo,Estonian;Albanian,Male,First
Krištof,Slovene;Slovak,Male,First
Kristóf,Hungarian,Male,First
Kristófer,Icelandic,Male,First
Kristofer,Swedish,Male,First
Kristofers,Latvian,Male,First
Kristoffer,Norwegian;Swedish;Danish,Male,First
Kristofor,Croatian;Albanian,Male,First
Kristopher,English,Male,First
Kristupas,Lithuanian,Male,First
Kristy,English,Female,First
Kristyn,English,Female,First
Kristýna,Czech,Female,First
Krisztián,Hungarian,Male,First
Krisztina,Hungarian,Female,First
Krisztofer,Hungarian,Male,First
Kronos,GreekMythology,Male,First
Krste,Macedonian,Male,First
Krsto,Serbian;Croatian,Male,First
Kruno,Croatian,Male,First
Krunoslav,Croatian,Male,First
Krysia,Polish,Female,First
Kryspin,Polish,Male,First
Krystal,English,Female,First
Krystelle,English,Female,First
Krysten,English,Female,First
Krystian,Polish,Male,First
Krystiana,Polish,Female,First
Krystina,English,Female,First
Krystine,English,Female,First
Krystle,English,Female,First
Kryštof,Czech,Male,First
Krystyn,Polish,Male,First
Krystyna,Polish,Female,First
Krzesimir,Polish,Male,First
Krzyś,Polish,Male,First
Krzysiek,Polish,Male,First
Krzysztof,Polish,Male,First
Krzysztofa,Polish,Female,First
Ksawery,Polish,Male,First
Ksawier,Polish,Male,First
Ksenia,Russian;Belarusian;Ukrainian;Polish,Female,First
Ksenija,Serbian;Croatian;Latvian;Macedonian;Slovene,Female,First
Kseniya,Belarusian;Russian;Ukrainian,Female,First
Kshathra Vairya,PersianMythology,Male,First
Kshitij,Hindi;Marathi,Male,First
Kshitija,Marathi;Hindi,Female,First
Ksyusha,Russian,Female,First
Kuanysh,Kazakh,Male,First
Kuba,Polish,Male,First
Kubanychbek,Kyrgyz,Male,First
Kubera,Hinduism,Male,First
Kubilay,Turkish,Male,First
Kublai,History,Male,First
Kübra,Turkish,Female,First
Kubra,Arabic,Female,First
Kudret,Turkish,Male,First
Kujtim,Albanian,Male,First
Kukka,Finnish,Female,First
K'uk'ulkan,MayanMythology,Male,First
Kukulkan,MayanMythology,Male,First
Kulap,Thai,Unisex,First
Kuldeep,Indian,Male,First
Kullervo,FinnishMythology;Finnish,Male,First
Külli,Estonian,Female,First
Küllike,Estonian,Female,First
Külliki,Estonian,Female,First
Kulsoom,Urdu;Bengali,Female,First
Kulsum,Bengali;Urdu,Female,First
Kulthum,Arabic,Female,First
Kumar,Tamil;Kannada;Assamese;Marathi;Gujarati;Telugu;Punjabi;Odia;Bengali;Hindi;Nepali;Malayalam,Male,First
Kumara,Hinduism,Male,First
Kumaran,Malayalam;Tamil,Male,First
Kumari,Telugu;Hinduism;Hindi,Female,First
Kumbukani,Chewa,Unisex,First
Kumiko,Japanese,Female,First
Kumsal,Turkish,Female,First
Kun,Chinese,Unisex,First
Kunal,Hindi;Gujarati;Punjabi;Bengali;Marathi,Male,First
Kunala,Sanskrit,Male,First
Kunegunda,Polish,Female,First
Kunibert,German;Germanic,Male,First
Kunigunde,German,Female,First
Kunle,Yoruba,Male,First
Kuno,German;Germanic,Male,First
Kunthea,Khmer,Female,First
Kunthear,Khmer,Female,First
Kunti,Hinduism,Female,First
Kunto,Akan,Female,First
Kun-woo,Korean,Male,First
Kunzang,Bhutanese;Tibetan,Unisex,First
Kuro,Japanese,Male,First
Kurō,Japanese,Male,First
Kurosh,Persian,Male,First
Kurou,Japanese,Male,First
Kurt,Swedish;English;Norwegian;German;Danish,Male,First
Kurtis,English,Male,First
Kurush,OldPersian,Male,First
Kustaa,Finnish,Male,First
Kusti,Finnish,Male,First
Kusuma,Indonesian,Unisex,First
Kuwat,Javanese,Male,First
Kuzey,Turkish,Male,First
Kuzma,Russian;Ukrainian,Male,First
Kuzman,Bulgarian;Macedonian;Serbian,Male,First
Květa,Czech,Female,First
Kveta,Slovak,Female,First
Květoslav,Czech,Male,First
Kvetoslav,Slovak,Male,First
Květoslava,Czech,Female,First
Kvetoslava,Slovak,Female,First
Květuše,Czech,Female,First
Kvido,Czech,Male,First
Kwabena,Akan,Male,First
Kwadwo,Akan,Male,First
Kwaku,Akan,Male,First
Kwame,Akan,Male,First
Kwasi,Akan,Male,First
Kweku,Akan,Male,First
Kwesi,Akan,Male,First
Kyan,English;Dutch,Male,First
Kyara,Dutch;Portuguese,Female,First
Kyauta,Hausa,Unisex,First
Kybele,NearEasternMythology,Female,First
Kyla,English,Female,First
Kylan,English,Male,First
Kyle,English,Male,First
Kylee,English,Female,First
Kyleigh,English,Female,First
Kyler,English,Male,First
Kylian,French,Male,First
Kylie,English,Female,First
Kylli,Finnish,Female,First
Kyllian,French,Male,First
Kyllikki,Finnish;FinnishMythology,Female,First
Kylo,PopularCulture,Male,First
Kym,English,Female,First
Kynaston,English,Male,First
Kynlee,English,Female,First
Kynthia,GreekMythology,Female,First
Kyo,Japanese,Unisex,First
Kyō,Japanese,Unisex,First
Kyōko,Japanese,Female,First
Kyoko,Japanese,Female,First
Kyösti,Finnish,Male,First
Kyou,Japanese,Unisex,First
Kyouko,Japanese,Female,First
Kyra,English,Female,First
Kyran,Irish,Male,First
Kyree,AfricanAmerican,Male,First
Kyrene,GreekMythology,Female,First
Kyriake,Greek,Female,First
Kyrie,AfricanAmerican;English,Unisex,First
Kyriaki,Greek,Female,First
Kyriakos,AncientGreek;Greek,Male,First
Kyrilla,AncientGreek,Female,First
Kyrillos,Greek;AncientGreek,Male,First
Kyro,English,Male,First
Kyron,English;AfricanAmerican,Male,First
Kyros,BiblicalGreek;OldPersian,Male,First
Kyrsten,English,Female,First
Kyrylo,Ukrainian,Male,First
Kyson,English,Male,First
Kythereia,GreekMythology,Female,First
Kyung,Korean,Unisex,First
Kyung-hee,Korean,Female,First
Kyung-ja,Korean,Female,First
Kyung-sook,Korean,Female,First
Kyveli,Greek,Female,First
Laarni,Tagalog,Female,First
Laban,Biblical,Male,First
Labanya,Bengali,Female,First
Labhrann,ScottishGaelic,Male,First
Labhrás,Irish,Male,First
Laboni,Bengali,Female,First
Lacedaemon,GreekMythology,Male,First
Lacey,English,Unisex,First
Lachesis,GreekMythology,Female,First
Lachie,Scottish,Male,First
LaChina,AfricanAmerican,Female,First
Lachlan,Scottish;English,Male,First
Lachlann,ScottishGaelic,Male,First
Laci,English;Hungarian,Unisex,First
Lachtna,Irish,Male,First
Lachtnae,OldIrish,Male,First
Lacie,English,Female,First
Lăcrămioara,Romanian,Female,First
Lacy,English,Unisex,First
Lada,Czech;SlavicMythology;Russian;Croatian,Female,First
Ladan,Persian,Female,First
Ladda,Thai,Female,First
Ladi,Hausa,Female,First
Ladislao,Italian;Spanish,Male,First
Ladislas,French,Male,First
Ladislau,Portuguese;Romanian,Male,First
Ladislaus,MedievalSlavic,Male,First
Ladislav,Croatian;Slovene;Czech;Slovak;Serbian,Male,First
Ladislava,Czech;Slovak,Female,First
Lado,Georgian,Male,First
LaDonna,AfricanAmerican,Female,First
Lady,Spanish,Female,First
Lael,Biblical;BiblicalHebrew,Male,First
Laelia,AncientRoman,Female,First
Laelius,AncientRoman,Male,First
Lærke,Danish,Female,First
Laertes,GreekMythology,Male,First
Laëtitia,French,Female,First
Lætitia,French,Female,First
Laetitia,LateRoman;French,Female,First
Lage,Swedish;Norwegian,Male,First
Lagina,AfricanAmerican,Female,First
Lagle,Estonian,Female,First
Lahja,Finnish,Female,First
Laia,Catalan,Female,First
Laila,Urdu;Swedish;Arabic;English;Danish;Finnish;Norwegian,Female,First
Láilá,Sami,Female,First
Laïla,Arabic,Female,First
Lailoken,History,Male,First
Laima,Lithuanian;Latvian;BalticMythology,Female,First
Laimonis,Latvian,Male,First
Laimutė,Lithuanian,Female,First
Laine,Estonian,Female,First
Lainey,English,Female,First
Laios,GreekMythology,Male,First
Laird,English,Male,First
Laís,Portuguese,Female,First
Lais,AncientGreek,Female,First
Laith,Arabic,Male,First
Laius,GreekMythology,Male,First
Lajos,Hungarian,Male,First
Lake,English,Unisex,First
Lakedaimon,GreekMythology,Male,First
Lakeisha,AfricanAmerican,Female,First
Lakelyn,English,Female,First
Lakelynn,English,Female,First
Lakendra,AfricanAmerican,Female,First
Lakesha,AfricanAmerican,Female,First
Lakeshia,AfricanAmerican,Female,First
Lakisha,AfricanAmerican,Female,First
Lakshman,Hindi;Telugu;Marathi;Tamil,Male,First
Lakshmana,Hinduism,Male,First
Lakshmi,Tamil;Hinduism;Marathi;Malayalam;Odia;Hindi;Telugu;Kannada,Unisex,First
Lal,Nepali;Hindi,Male,First
Lala,Bulgarian,Female,First
Lalə,Azerbaijani,Female,First
Lalage,Literature,Female,First
Lalawethika,Shawnee,Male,First
Lale,Turkish,Female,First
Laleh,Persian,Female,First
Lali,Georgian,Female,First
Lalia,English,Female,First
Lalit,Marathi;Hindi,Male,First
Lalita,Marathi;Hindi;Hinduism;Thai,Female,First
Lalitha,Telugu;Tamil;Malayalam,Female,First
Lalka,Bulgarian,Female,First
Lalla,Literature,Female,First
Lallie,English,Female,First
Lally,English,Female,First
Lalo,Spanish,Male,First
Laloecen,Brythonic,Male,First
Lâm,Vietnamese,Unisex,First
Lam,Vietnamese,Unisex,First
Ləman,Azerbaijani,Female,First
Lamar,AfricanAmerican;English,Male,First
Lambaer,Limburgish,Male,First
Lambert,German;Germanic;French;Dutch;English,Male,First
Lamia,Arabic;GreekMythology,Female,First
Lamberto,Italian;Spanish,Male,First
Lamech,BiblicalGreek;Biblical;BiblicalLatin,Male,First
Lamija,Bosnian,Female,First
Lamis,Arabic,Female,First
Lamiyə,Azerbaijani,Female,First
Lammert,Dutch,Male,First
Lamont,English;AfricanAmerican,Male,First
Lan,Slovene;Vietnamese;Chinese,Unisex,First
Lamprecht,German;Germanic,Male,First
Lamya,Arabic,Female,First
Lana,English;Croatian;Georgian;Russian;Slovene,Female,First
Lance,English,Male,First
Lancelot,ArthurianCycle,Male,First
Landebert,Germanic,Male,First
Landen,English,Male,First
Lando,Italian,Male,First
Landon,English,Male,First
Landric,Germanic,Male,First
Landry,French,Male,First
Landulf,Germanic,Male,First
Landyn,English,Male,First
Lane,English,Male,First
Laney,English,Female,First
Lanford,English,Male,First
Langdon,English,Male,First
Langelihle,Zulu,Male,First
Langston,English,Male,First
Lành,Vietnamese,Unisex,First
Lani,Hawaiian,Female,First
Lanny,English,Male,First
Lanre,Yoruba,Male,First
Lanzo,Germanic,Male,First
Laocoön,GreekMythology,Male,First
Laodice,AncientGreek;GreekMythology,Female,First
Laodike,AncientGreek;GreekMythology,Female,First
Laoghaire,Irish,Male,First
Laoise,Irish,Female,First
Laokoon,GreekMythology,Male,First
Lapo,Italian,Male,First
Laquan,AfricanAmerican,Male,First
Lara,Hungarian;Croatian;Dutch;Portuguese;Italian;RomanMythology;German;Russian;English;Spanish;French;Slovene,Female,First
Laquisha,AfricanAmerican,Female,First
Lára,Icelandic,Female,First
Laraine,English,Female,First
Lari,Finnish,Male,First
Larisa,Slovene;Latvian;Russian;Ukrainian;Lithuanian;GreekMythology;Romanian,Female,First
Larissa,German;English;Portuguese;GreekMythology,Female,First
Lark,English,Female,First
Larkin,MedievalEnglish,Male,First
Larrie,English,Male,First
Larry,English,Male,First
Lars,Finnish;Danish;Swedish;German;Dutch;Norwegian,Male,First
Larunda,RomanMythology,Female,First
Lárus,Icelandic,Male,First
Laryn,English,Female,First
Larysa,Ukrainian;Polish;Belarusian,Female,First
Lasha,Georgian,Male,First
LaShawn,AfricanAmerican,Unisex,First
Lashay,AfricanAmerican,Female,First
Lashonda,AfricanAmerican,Female,First
Lāsma,Latvian,Female,First
Lassana,WesternAfrican,Male,First
Lasse,Swedish;Finnish;Norwegian;Danish,Male,First
Lassi,Finnish,Male,First
Lassie,Literature,Female,First
László,Hungarian,Male,First
Lata,Hindi;Marathi,Female,First
Latanya,AfricanAmerican,Female,First
Latasha,AfricanAmerican,Female,First
Latda,Thai,Female,First
Lateefah,Arabic,Female,First
Latheef,Dhivehi,Male,First
Lətif,Azerbaijani,Male,First
Latif,Urdu;Arabic,Male,First
Latifa,Arabic,Female,First
Latifah,Malay;Indonesian;Arabic,Female,First
Latife,Turkish,Female,First
Latisha,AfricanAmerican,Female,First
Latona,RomanMythology,Female,First
LaTonya,AfricanAmerican,Female,First
LaToya,AfricanAmerican,Female,First
Lau,Dutch,Male,First
Lauchlan,Scottish,Male,First
Laudine,ArthurianCycle,Female,First
Laufey,NorseMythology;Icelandic,Female,First
Lauge,Danish,Male,First
Lauma,BalticMythology;Latvian,Female,First
Launce,Literature,Male,First
Launo,Finnish,Male,First
Laura,Lithuanian;Hungarian;LateRoman;Polish;French;Latvian;Italian;Portuguese;Finnish;Estonian;Slovene;German;Dutch;Spanish;Slovak;Romanian;Danish;Czech;English;Norwegian;Croatian;Swedish;Catalan,Female,First
Lauraine,English,Female,First
Laure,French,Female,First
Laureano,Spanish,Male,First
Laureen,English,Female,First
Laurel,English,Female,First
Laurelle,English,Female,First
Laurence,English;French,Unisex,First
Lauren,English,Unisex,First
Laurena,English,Female,First
Laurencia,English,Female,First
Laurene,English,Female,First
Laurens,Dutch,Male,First
Laurent,French,Male,First
Laurentia,AncientRoman,Female,First
Laurentin,French,Male,First
Laurentina,AncientRoman;Portuguese;Spanish,Female,First
Laurentine,French,Female,First
Laurentino,Portuguese;Spanish,Male,First
Laurentinus,AncientRoman,Male,First
Laurențiu,Romanian,Male,First
Laurentius,AncientRoman;Dutch,Male,First
Laurenz,German,Male,First
Lauressa,English,Female,First
Lauretta,Italian,Female,First
Laurette,French,Female,First
Lauri,Finnish;Estonian,Male,First
Lauriana,LateRoman,Female,First
Lauriane,French,Female,First
Laurianne,French,Female,First
Laurianus,LateRoman,Male,First
Laurids,Danish,Male,First
Laurie,English;French,Unisex,First
Laurin,German;GermanicMythology,Male,First
Laurinda,Portuguese,Female,First
Laurindo,Portuguese,Male,First
Laurine,French,Female,First
Lauris,Latvian,Male,First
Laurissa,English,Female,First
Laurita,Spanish;Portuguese,Female,First
Laurits,Norwegian;Danish,Male,First
Lauritz,Danish;Norwegian,Male,First
Lauro,Portuguese;Spanish;Italian,Male,First
Laurus,LateRoman,Male,First
Lauryn,English,Female,First
Laurynas,Lithuanian,Male,First
Lauryne,French,Female,First
Lautaro,Spanish;Mapuche,Male,First
Lavan,BiblicalHebrew,Male,First
Lavanya,Telugu;Hindi;Tamil,Female,First
Lavena,English,Female,First
Lavender,English,Female,First
Lavern,English,Unisex,First
Laverna,RomanMythology,Female,First
Laverne,English,Unisex,First
Lavi,Hebrew,Male,First
Lavina,English,Female,First
Lavinia,RomanMythology;Romanian;Italian,Female,First
Lavone,English,Female,First
Lavonne,English,Female,First
Lavr,Russian,Male,First
Lavra,Slovene,Female,First
Lavrans,Norwegian,Male,First
Lavrenti,Russian;Georgian,Male,First
Lavrentios,Greek,Male,First
Lavrentiy,Russian,Male,First
Lavrenty,Russian,Male,First
Law,MedievalEnglish,Male,First
Lawahiz,Arabic,Female,First
Lawal,Hausa,Male,First
Lawali,Hausa,Male,First
Lawan,Thai,Female,First
LaWanda,AfricanAmerican,Female,First
Lawrence,English,Male,First
Lawrie,English,Male,First
Lawson,English,Male,First
Laxman,Marathi;Telugu;Hindi,Male,First
Laxmi,Marathi;Telugu;Nepali;Hindi,Unisex,First
Laya,French,Female,First
Layan,Arabic,Female,First
Layla,Arabic;English,Female,First
Layne,English,Unisex,First
Layth,Arabic,Male,First
Layton,English,Male,First
Laz,English,Male,First
Lázár,Hungarian,Male,First
Lazăr,Romanian,Male,First
Lazar,Russian;Croatian;Bulgarian;Serbian;Macedonian,Male,First
Lazare,French,Male,First
Lázaro,Portuguese;Spanish,Male,First
Lazaros,Greek;BiblicalGreek,Male,First
Lazarus,Biblical;BiblicalLatin;English,Male,First
Lazer,Yiddish,Male,First
Lazzaro,Italian,Male,First
Léa,French,Female,First
Lea,Slovene;Slovak;Hebrew;BiblicalHebrew;Swedish;Norwegian;German;Danish;Finnish;Czech;Hungarian;Dutch;Italian;Croatian;Estonian,Female,First
Leachlainn,Irish,Male,First
Leah,Hebrew;English;Biblical,Female,First
Léan,Irish,Female,First
Léana,French,Female,First
Leander,GreekMythology,Male,First
Leandra,Portuguese;Spanish;Italian,Female,First
Léandre,French,Male,First
Leandro,Spanish;Italian;Portuguese,Male,First
Leandros,GreekMythology,Male,First
Léane,French,Female,First
Leanid,Belarusian,Male,First
Leann,English,Female,First
Leanna,English,Female,First
Leanne,English,Female,First
Leano,German,Male,First
Leanora,English,Female,First
Leão,Portuguese,Male,First
Lear,Literature,Male,First
Leary,Irish,Male,First
Leatrice,English,Female,First
Lebanah,Biblical,Male,First
Leberecht,German,Male,First
Lebogang,Tswana,Unisex,First
Lebohang,Sotho,Unisex,First
LeBron,AfricanAmerican,Male,First
Lech,Polish;SlavicMythology,Male,First
Lechosław,Polish,Male,First
Lechosława,Polish,Female,First
Lecia,English,Female,First
Leda,GreekMythology;Italian,Female,First
Lee,English,Unisex,First
Leeann,English,Female,First
Leeba,Yiddish,Female,First
Leela,Hindi;Kannada;Telugu;Tamil;Malayalam,Female,First
Leelavathi,Tamil;Kannada;Telugu,Female,First
Leelo,Estonian,Female,First
Leena,Finnish;Estonian,Female,First
Leesa,English,Female,First
Leevi,Finnish,Male,First
Lefteris,Greek,Male,First
Lef-Traru,Mapuche,Male,First
Lefty,English,Male,First
Legacy,English,Unisex,First
Legend,English,Male,First
Legolas,Literature,Male,First
Lei,Hawaiian;Chinese,Unisex,First
Lehi,Mormon,Male,First
Lehua,Hawaiian,Unisex,First
Leia,PopularCulture;Portuguese;BiblicalGreek,Female,First
Leib,Yiddish,Male,First
Leida,Estonian,Female,First
Leif,Swedish;Norwegian;Danish,Male,First
Leifr,OldNorse,Male,First
Leifur,Icelandic,Male,First
Leigh,English,Unisex,First
Leighton,English,Unisex,First
Leigong,ChineseMythology,Male,First
Leila,Arabic;Georgian;English;Kurdish;French;Persian,Female,First
Leili,Estonian;Persian,Female,First
Leilah,English,Female,First
Leilani,English;Hawaiian,Unisex,First
Leimomi,Hawaiian,Female,First
Leir,Literature,Male,First
Leire,Basque;Spanish,Female,First
Leith,English,Unisex,First
Leiv,Norwegian,Male,First
Leize,Basque,Female,First
Lėja,Lithuanian,Female,First
Leja,Slovene,Female,First
Lela,English;Georgian,Female,First
Lejla,Bosnian,Female,First
Lekan,Yoruba,Male,First
Leland,English,Male,First
Lelia,Italian,Female,First
Lelio,Italian,Male,First
Lelisa,Oromo,Male,First
Lelise,Oromo,Female,First
Lelle,Swedish,Male,First
Lem,English,Male,First
Lemekh,BiblicalHebrew,Male,First
Lemminkäinen,FinnishMythology,Male,First
Lemoine,English,Male,First
Lempi,Finnish,Female,First
Lemuel,Mormon;English;BiblicalHebrew;Biblical,Male,First
Len,English,Male,First
Léna,Hungarian;French,Female,First
Lena,Greek;Danish;Finnish;Russian;Swedish;English;Norwegian;Dutch;Italian;Ukrainian;Portuguese;Georgian;Polish;Armenian;German,Female,First
Lénárd,Hungarian,Male,First
Lenard,English,Male,First
Lenart,Slovene,Male,First
Lencho,Oromo,Male,First
Lene,Norwegian;Danish;German,Female,First
Leni,German,Female,First
Lenka,Czech;Slovak,Female,First
Lenn,Dutch,Male,First
Lenna,Estonian,Female,First
Lennard,Dutch,Male,First
Lennart,Danish;Dutch;Swedish;Norwegian;Finnish;Estonian;LowGerman,Male,First
Lenni,Finnish,Male,First
Lennie,English,Unisex,First
Lennon,English,Unisex,First
Lennox,English,Unisex,First
Lenny,English,Male,First
Lenora,English,Female,First
Lenore,English,Female,First
Lenox,English,Male,First
Léo,Portuguese;French,Male,First
Lenuța,Romanian,Female,First
Lenz,German,Male,First
Leo,English;German;Dutch;Norwegian;Swedish;Estonian;Croatian;Armenian;LateRoman;Finnish;Danish,Male,First
Leó,Icelandic;Hungarian,Male,First
Leobwin,Germanic,Male,First
Leocádia,Portuguese,Female,First
Leocadia,Spanish;LateRoman,Female,First
Leocadio,Spanish,Male,First
Leocadius,LateRoman,Male,First
Leofcild,AngloSaxon,Male,First
Leofdæg,AngloSaxon,Unisex,First
Leofflæd,AngloSaxon,Female,First
Leofgifu,AngloSaxon,Female,First
Leofgyð,AngloSaxon,Female,First
Leofric,AngloSaxon,Male,First
Leofsige,AngloSaxon,Male,First
Leofstan,AngloSaxon,Male,First
Leofwine,AngloSaxon,Male,First
Leokadia,Polish,Female,First
Leola,English,Female,First
Leolin,Welsh,Male,First
Leoluca,Italian,Male,First
Léon,French,Male,First
León,Spanish,Male,First
Leon,Dutch;AncientGreek;English;Polish;Greek;Slovene;German;Croatian,Male,First
Leona,Czech;English,Female,First
Léonard,French,Male,First
Leonard,German;Germanic;Romanian;Dutch;English;Polish,Male,First
Leonarda,Italian,Female,First
Leonardas,Lithuanian,Male,First
Leonardo,Portuguese;Italian;Spanish,Male,First
Leonards,Latvian,Male,First
Leonas,Lithuanian,Male,First
Léonce,French,Unisex,First
Leone,Italian;English,Unisex,First
Leoncio,Spanish,Male,First
Léone,French,Female,First
Léonel,French,Male,First
Leonel,Portuguese;Spanish,Male,First
Leonhard,German,Male,First
Leonia,LateRoman,Female,First
Leonid,Russian;Ukrainian,Male,First
Leonida,Italian,Male,First
Leonidas,AncientGreek;Greek,Male,First
Léonide,French,Unisex,First
Leonīds,Latvian,Male,First
Léonie,French,Female,First
Leonie,German;Dutch,Female,First
Leonius,LateRoman,Male,First
Léonne,French,Female,First
Leonor,Portuguese;Spanish,Female,First
Leonora,Italian,Female,First
Leonore,German,Female,First
Leons,Latvian,Male,First
Leontes,Literature,Male,First
Leonti,Russian,Male,First
Leontia,AncientGreek,Female,First
Leontina,LateRoman;Portuguese;Romanian,Female,First
Léontine,French,Female,First
Leontios,AncientGreek,Male,First
Leontius,AncientGreek,Male,First
Leontiy,Russian,Male,First
Leonty,Russian,Male,First
Leontýna,Czech,Female,First
Leontyne,English,Female,First
Leonzio,Italian,Male,First
Léopold,French,Male,First
Leopold,German;Dutch;Slovene;English;Slovak;Czech;Polish,Male,First
Léopoldine,French,Female,First
Leopoldine,German,Female,First
Leopoldo,Portuguese;Spanish;Italian,Male,First
Leoš,Czech,Male,First
Lepidus,AncientRoman,Male,First
Ler,IrishMythology,Male,First
Lera,Ukrainian;Russian,Female,First
Lerato,Sotho,Unisex,First
Leroi,English,Male,First
Leroy,English,Male,First
Les,English,Male,First
Lesedi,Tswana,Unisex,First
Lesego,Tswana,Unisex,First
Lesia,English,Female,First
Lesieli,Tongan,Female,First
Lesław,Polish,Male,First
Lesława,Polish,Female,First
Lesleigh,English,Female,First
Lesley,English,Unisex,First
Leslie,English,Unisex,First
Lesly,English,Female,First
Lessie,English,Female,First
